Ticker,Test_statistics_1,Test_statistics_2,Test_statistics_3,Test_statistics_4,Test_statistics_5,Test_statistics_6,Test_statistics_7,Test_statistics_8,Test_statistics_9,Test_statistics_10,p_value_1,p_value_2,p_value_3,p_value_4,p_value_5,p_value_6,p_value_7,p_value_8,p_value_9,p_value_10,X_in_sample_MSE_1,X_in_sample_MSE_2,X_in_sample_MSE_3,X_in_sample_MSE_4,X_in_sample_MSE_5,X_in_sample_MSE_6,X_in_sample_MSE_7,X_in_sample_MSE_8,X_in_sample_MSE_9,X_in_sample_MSE_10,X_in_sample_MAE_1,X_in_sample_MAE_2,X_in_sample_MAE_3,X_in_sample_MAE_4,X_in_sample_MAE_5,X_in_sample_MAE_6,X_in_sample_MAE_7,X_in_sample_MAE_8,X_in_sample_MAE_9,X_in_sample_MAE_10,X_in_sample_RSS_1,X_in_sample_RSS_2,X_in_sample_RSS_3,X_in_sample_RSS_4,X_in_sample_RSS_5,X_in_sample_RSS_6,X_in_sample_RSS_7,X_in_sample_RSS_8,X_in_sample_RSS_9,X_in_sample_RSS_10,X_prediction_MSE_1,X_prediction_MSE_2,X_prediction_MSE_3,X_prediction_MSE_4,X_prediction_MSE_5,X_prediction_MSE_6,X_prediction_MSE_7,X_prediction_MSE_8,X_prediction_MSE_9,X_prediction_MSE_10,X_prediction_MAE_1,X_prediction_MAE_2,X_prediction_MAE_3,X_prediction_MAE_4,X_prediction_MAE_5,X_prediction_MAE_6,X_prediction_MAE_7,X_prediction_MAE_8,X_prediction_MAE_9,X_prediction_MAE_10,X_prediction_RSS_1,X_prediction_RSS_2,X_prediction_RSS_3,X_prediction_RSS_4,X_prediction_RSS_5,X_prediction_RSS_6,X_prediction_RSS_7,X_prediction_RSS_8,X_prediction_RSS_9,X_prediction_RSS_10,XY_in_sample_MSE_1,XY_in_sample_MSE_2,XY_in_sample_MSE_3,XY_in_sample_MSE_4,XY_in_sample_MSE_5,XY_in_sample_MSE_6,XY_in_sample_MSE_7,XY_in_sample_MSE_8,XY_in_sample_MSE_9,XY_in_sample_MSE_10,XY_in_sample_MAE_1,XY_in_sample_MAE_2,XY_in_sample_MAE_3,XY_in_sample_MAE_4,XY_in_sample_MAE_5,XY_in_sample_MAE_6,XY_in_sample_MAE_7,XY_in_sample_MAE_8,XY_in_sample_MAE_9,XY_in_sample_MAE_10,XY_in_sample_RSS_1,XY_in_sample_RSS_2,XY_in_sample_RSS_3,XY_in_sample_RSS_4,XY_in_sample_RSS_5,XY_in_sample_RSS_6,XY_in_sample_RSS_7,XY_in_sample_RSS_8,XY_in_sample_RSS_9,XY_in_sample_RSS_10,XY_prediction_MSE_1,XY_prediction_MSE_2,XY_prediction_MSE_3,XY_prediction_MSE_4,XY_prediction_MSE_5,XY_prediction_MSE_6,XY_prediction_MSE_7,XY_prediction_MSE_8,XY_prediction_MSE_9,XY_prediction_MSE_10,XY_prediction_MAE_1,XY_prediction_MAE_2,XY_prediction_MAE_3,XY_prediction_MAE_4,XY_prediction_MAE_5,XY_prediction_MAE_6,XY_prediction_MAE_7,XY_prediction_MAE_8,XY_prediction_MAE_9,XY_prediction_MAE_10,XY_prediction_RSS_1,XY_prediction_RSS_2,XY_prediction_RSS_3,XY_prediction_RSS_4,XY_prediction_RSS_5,XY_prediction_RSS_6,XY_prediction_RSS_7,XY_prediction_RSS_8,XY_prediction_RSS_9,XY_prediction_RSS_10
HD,28148.0,21943.0,32357.0,16781.0,19958.0,22684.0,21084.0,21706.0,24723.0,26096.0,0.005213130676552221,0.8988952977760796,2.1874060652142604e-08,0.9999947293586556,0.9886146303182971,0.6630171115404593,0.914104965146403,0.8067914060776938,0.11203572181441296,0.012865249974015839,1.6312782590655563,1.191194059517045,1.3595687061674264,1.2668676582069018,1.1954732949475535,1.2189715118755349,1.2169081388404863,1.266512101886607,1.2583169527216327,1.245111401283298,0.303552088016426,0.29537230196255165,0.28921683297989925,0.29017885824186074,0.29218251772191994,0.28892647203132066,0.28471306613170244,0.2835464756885493,0.28567022092330296,0.2863626977269279,29.195437116191446,14.130963268881965,28.875374744750633,23.20019439769138,14.51817442666753,18.784536999824827,18.343987197108394,19.93016761337771,19.727188171618682,19.764798290807793,0.05414650628938327,0.0537174044210106,0.04967135742294438,0.050322677741212,0.049902303886091716,0.049132647846874496,0.04824802272294829,0.048592358288679,0.04890045890857772,0.04970214413292297,0.15894906714582915,0.13964237073095803,0.14221764132177353,0.12835348449137998,0.12137812984628066,0.12293755890448681,0.12038143894190154,0.11995235405127191,0.12570606421271627,0.1258777765530596,-29.400834903885432,-21.393343586262272,-21.968967530692453,-13.578664240768145,-9.075849379249412,-10.185193790544663,-9.471278100590798,-8.651352085478585,-11.546288442715657,-11.604993663481988,1.5979803230446183,1.13580869651309,1.2822675881180194,1.1531335046292663,1.2387845609817634,1.30385301568805,1.261067020755697,1.1863957276338482,1.2335717417010383,1.2428448903801517,0.3008486714014307,0.29260448519096305,0.28330762246234625,0.2969099046484769,0.28949344103803065,0.2868137349387032,0.2892095336585825,0.2897638627506481,0.30154826952425723,0.2957745163742224,31.01851679395578,15.027324415469852,27.598418007476322,13.326175931591262,17.457691830620323,19.138664223428254,18.46838724003715,15.965271481139498,13.058758873292302,12.910233315791977,0.051038518926262114,0.053750180493390524,0.049674130900651904,0.054321562671031526,0.05030777466067831,0.04918784925737412,0.049433881270202214,0.05072671048631244,0.05244288328201198,0.05115459484795289,0.15068182984538842,0.14096681651031362,0.13571481386875853,0.14073963427554415,0.12735565385105982,0.12278079454967532,0.12286440004800173,0.1223656598725894,0.12649674266714958,0.1185329697609419,-25.55993155513034,-21.847077507313294,-18.834580125103244,-19.78482139377476,-12.003655148506674,-8.584349664349936,-10.223092705327662,-7.987783231146612,-6.617088922217141,-3.045793467886365
MRK,15930.0,14643.0,16024.0,13283.0,14090.0,14582.0,18290.0,14513.0,17997.0,20376.0,0.999999999999997,1.0,0.9999999999999887,1.0,1.0,0.9999999999999999,0.9999999996481032,0.9999999999999998,0.9999999997024348,0.9999992793193221,1.5785205544643843,1.5562612894805916,1.5363607133996104,1.5379649677684641,1.4898458268747528,1.4785268713367874,1.4581435675591172,1.4481670059204457,1.452717093224416,1.449392775429455,0.5138002293328942,0.5124664343009657,0.5081696764820637,0.5104166306115581,0.49687522789548394,0.49505220068380607,0.49846936218293936,0.4924514536390925,0.49269366932066583,0.49424860389231656,12.28118627301301,6.622077239146565,9.862238117492247,7.2349431649817415,9.459027477877495,11.54536740592173,6.9318830501421935,10.696488992718063,11.54422524695481,6.376234390727794,0.1964459968720405,0.1915485538594228,0.19039025988869326,0.19178102667300617,0.18923598731808025,0.186590592571018,0.18758179545199627,0.18620653574465099,0.18578531153433342,0.18733019632182507,0.33565879885366723,0.32344529266982314,0.3107087347930427,0.31240490693754364,0.2949113394220225,0.2845275667811568,0.28565147362011534,0.27655059308277247,0.27915347509655286,0.283102755337413,-58.09668356854246,-54.500575909409754,-45.86926193765443,-45.98630392019714,-35.937160386236634,-30.872980503776677,-30.045629798097035,-24.360071269311792,-26.20457597716324,-27.85553207812526,1.5564412290195822,1.5334349530710016,1.5190343453209516,1.5027421188474999,1.4637894293962188,1.4576838140669925,1.4299318674105899,1.418075927016418,1.4203751062937913,1.4220875245192843,0.5100029038356859,0.5071004865162794,0.503647852695041,0.5077240504986162,0.501814322485363,0.5028396059419805,0.49866449920171196,0.49466322219411696,0.4930516729116093,0.4940584201503109,14.731490529765122,7.4575472501386715,9.661698089911074,8.805550828346783,2.6228350795454523,2.0607640479547604,4.633438808391214,5.3796285678977425,8.425685706392036,6.682754259045791,0.22158047243382487,0.2194707193735029,0.213167821036889,0.24150119215588298,0.23405130882863223,0.21058708096152692,0.2122637231505208,0.20817026029562585,0.19943786854256243,0.1961762626561567,0.36868019262743196,0.36818778242671096,0.3474642665450294,0.3917471439834263,0.37280949928898854,0.3456523467848864,0.3343494370282172,0.33697535353374325,0.3201710526686285,0.30703331408053375,-71.92005160333366,-75.22856596975596,-63.179339534808726,-86.3829434940506,-76.7174246744237,-63.981829878121225,-56.13947765961051,-59.046983871125455,-48.943689263300804,-41.10751311439715
COST,7476.0,4149.0,3775.0,5572.0,9354.0,8781.0,12909.0,14285.0,14104.0,15545.0,0.9999999342950806,1.0,1.0,0.9999999999989945,0.9984787521766538,0.9997463607106717,0.14821485939435514,0.003964804882560371,0.004734645199051878,8.203720031961904e-06,1.4719779252964142,1.4738429646646836,1.4710835350991345,1.4641699552597727,1.4664507452944735,1.4523940861512914,1.454358709269687,1.452033489829744,1.4548908777379574,1.433079686596339,0.4912120403724216,0.4814904666199786,0.48561035804440517,0.49077374363999615,0.4943775977834866,0.49390089247073343,0.48996504642420724,0.49208599747428694,0.49333978898495995,0.4937243509092964,15.056906466723692,23.394073506361092,14.809518348768034,12.15010194408871,10.231110192756049,5.483164277650312,8.179516485050225,9.63441176156777,9.878963972382927,3.577888842000787,0.315916528020289,0.30339844462456933,0.3090710351709991,0.30883600541798645,0.3157806349968968,0.312514305930776,0.3140564118823384,0.3085040806444839,0.31014924774346403,0.31149325981504433,0.3514298867500073,0.32928839966918355,0.3381492066130605,0.3302375096806268,0.34374613909162555,0.3390154713975514,0.3345317319273098,0.3208144442825961,0.3205186554542753,0.31685059845283114,-50.145543343917424,-44.65865249929138,-46.563096774554694,-44.07320493652823,-47.35982366927345,-45.61353410032953,-43.839367252941855,-39.71726395293973,-39.43760923571311,-37.126931558609215,1.4538928177302943,1.462517166941959,1.4595003324613136,1.4492764340733757,1.4572827960649755,1.4455672559556312,1.4378574002936158,1.424694134207327,1.4256479449348207,1.3997181572594988,0.4874902301561771,0.48358615920302483,0.4905827431885095,0.48820059906060354,0.49316441503651,0.4934907239247142,0.4921479894465539,0.4890449328879868,0.4944879808079571,0.4905745551701331,14.645951278393442,17.378085077284105,8.833302482839352,10.273685303732528,7.2214033439893965,3.652181644715246,6.226895520087243,7.968397426449547,7.121706881967139,5.562946024610813,0.33857826146030945,0.3212387919807172,0.3324348786288802,0.3272314064341478,0.32235628100079977,0.32302289091657377,0.3163407953510745,0.3104717264611489,0.31127703454743844,0.30521950412535626,0.3767706235418952,0.35731749668287305,0.37119258139098216,0.354011732985906,0.35041913765948207,0.35012858133354907,0.331728645070915,0.3092797509941041,0.3097757661918425,0.29196355911810246,-56.00011569873334,-51.29342747989229,-55.30269980970664,-50.065089181599774,-48.50335578710218,-48.311013702278984,-43.214532147096165,-35.51933203508979,-36.17825254234842,-30.623447575386827
ABBV,47956.0,18936.0,29330.0,16237.0,24435.0,23518.0,22258.0,22556.0,21872.0,11897.0,1.9478190214994436e-23,0.9999999954600727,0.49923690594979797,0.999999999999335,0.9939390110238406,0.9983232811012194,0.9998095013851179,0.9995298348985235,0.9998479889622408,1.0,1.6347577228504866,1.6196817403185129,1.6214351706270795,1.6252469380284869,1.6228483562542813,1.6246681099420164,1.6215978666348738,1.617686891980293,1.6187161660342486,1.6195820153131542,0.3468078752053725,0.3424427266444566,0.3399587978794176,0.3434893680675006,0.34403458091408523,0.34426933027348294,0.33882090568001705,0.33809856367015334,0.33800056441409726,0.3383902127620328,12.50021879502491,10.510101153681141,12.560454823079088,9.147328213863538,6.741652261502623,5.211548089359785,8.252685298831878,6.841833630256178,7.746597557707628,7.143076900313721,0.14389598840803586,0.143279823042286,0.1418339688663389,0.14349042741202467,0.14339360330995332,0.1431472085381952,0.14087276947406438,0.14098989968504486,0.14190088270839013,0.14274086039182773,0.22020180048634697,0.21218677341100545,0.20696883255124232,0.21233360601580661,0.21197454811179606,0.20898851082229788,0.19971720883961225,0.1979247408677087,0.20012240448365776,0.19920116823984305,-46.564418475199226,-42.275018346104716,-39.571811836362144,-41.80153595192933,-41.54740698296902,-39.976341151684224,-36.091678927793275,-34.9101841969606,-35.50931935727108,-34.72026733357401,1.6088266569817686,1.589946784253547,1.5859713193052962,1.5791710810844326,1.5750500162454644,1.5715504878754398,1.5692879768733725,1.5684994632371645,1.5660242892810161,1.5711916913591897,0.3440733494519633,0.3435460170041158,0.34375864555681696,0.34546346531512795,0.3403363778262051,0.34331795191818437,0.3359709112327413,0.3337616418169034,0.3380696384015167,0.33158997474061386,16.232973710046274,10.839470697034244,11.053352151766905,11.92411239161667,11.418046828861822,11.292880808778897,13.748009536103979,12.245083106361129,11.406065825984719,13.532823654278264,0.1355319225257731,0.15943237427665147,0.14659731479075086,0.1758593871060081,0.1592821526294344,0.16100021187908797,0.16102251632615897,0.15282215378590636,0.16110648401773295,0.16753319248937507,0.17465195103074377,0.24124757140611464,0.20894684684234324,0.2707842069188265,0.2333677281472561,0.2357390371057427,0.2315946641632336,0.22209497671356992,0.2297340341408743,0.2604053454304675,-25.632867703735528,-52.645578166311545,-35.6871122819467,-60.595192037780016,-41.9366728021889,-40.63219997967192,-37.74980578865028,-40.505419678353206,-38.724310695822126,-57.077484736935595
ORCL,33434.5,30538.0,33040.0,25784.0,17092.0,27405.0,25552.0,19063.0,21895.0,10740.0,6.689169275807525e-11,1.4730950382383548e-06,6.457573528645619e-11,0.03548690023029791,0.9999301310320585,0.000979367466361298,0.02386760919524318,0.9876784363833803,0.6008629919808551,0.9999999999999925,1.1208444535143018,1.121057519993331,1.1103199007189477,1.123101511460601,1.110359888256507,1.107811051155251,1.120473926748428,1.1117225809135978,1.113881919609302,1.0989547359475742,0.3333166338547548,0.3229570239434621,0.3137741922638481,0.30969554019075435,0.3086208043166316,0.3099349562361624,0.3112368339046941,0.309237804207001,0.3095822958926947,0.31350003547026767,2.0355152789568365,11.256050939921618,10.044114656867194,14.935876362300021,15.583111348055604,12.44329059254187,14.341220283414316,11.67951056378308,15.58389751302167,11.818441904608218,1.0278500030403068,1.0177675267610349,1.0222212066291099,1.0139830569461896,1.0194153334556577,1.0349142449535678,1.0234736578064356,1.03630704557572,1.0388945601459987,1.048169461631658,0.30837085637107325,0.29502746902897925,0.29214409367611205,0.28604734063016146,0.28558099572448037,0.2940470059218954,0.2874581943493632,0.29010391378664646,0.29341961307002257,0.299765766586826,-7.883543281654128,-2.102317741347253,-0.6305947436588999,2.05283157810484,3.053122495615268,1.7364715893098366,2.696290797712055,2.6533512585408916,3.1954949336236913,1.4437186100966108,1.1121937648479094,1.104981587303456,1.090997475060746,1.0967219313598682,1.0928813702588105,1.0934852119525589,1.0930479826198696,1.0733142762956092,1.0840847508624747,1.0778021018407473,0.3297563115657094,0.3210691152908044,0.313803013355367,0.3159914561248771,0.3186700555987582,0.3141307899667294,0.3123108148210142,0.3156376229598987,0.3187564069085391,0.31760237536960734,5.0363172513032115,11.975887108145614,9.692596463607357,7.975248728221762,8.09269622522995,10.965784838328087,10.932073495815569,9.680101764093816,6.64114861938725,5.780676760004891,1.0224774286159009,1.0207333223125465,1.0238212480825726,1.0190880539643998,1.0403240940232645,1.0540531709733396,1.0468905284992704,1.0740385915104786,1.0684470367013648,1.073611554400561,0.2902915134548161,0.2866344764729225,0.2709580772093225,0.2834351402903346,0.30476592621668086,0.2822905189450222,0.28014025932417735,0.30864121671866956,0.2989441463936719,0.355842855503906,0.020777726009260755,1.8964781146759588,9.25446687055647,2.942785328756165,-6.264167247957214,9.527513575395307,9.101560494089272,-2.6082320957832117,2.907435033574566,-22.30107875657464
CVX,21750.0,34462.0,29464.0,31764.0,25685.0,23118.0,21686.0,20848.0,21316.0,21980.0,0.999999996134283,0.2673846693195966,0.962783531197172,0.7074089820378489,0.9997847760400466,0.9999989478164487,0.9999999665337669,0.9999999957411693,0.9999999748832223,0.9999997670500531,1.7018344064749549,1.5130691108958867,1.435551582508624,1.4367811419062269,1.387165151305849,1.4084800352192415,1.3351418389697511,1.324656299822388,1.3332220819288736,1.3656830644559557,0.33466713107129076,0.3219556179846716,0.30610133471240775,0.30180896191359774,0.292980973681992,0.290687240659621,0.2910487216240459,0.29251870977108796,0.2912285206632035,0.286361689702344,16.138517447308313,14.07240180707828,14.09652783820338,19.27755411282701,17.432873670918173,16.846397148576468,13.929247213473639,12.087729822486454,15.61486029759882,17.373320507498704,0.05449931361080217,0.051494910887720714,0.045387648270039306,0.040091567853067396,0.03914783522885051,0.039103957178898065,0.03833397352133324,0.037997901712838116,0.03685262308982264,0.03745030276967744,0.19052576147668543,0.1699566061832255,0.15053030547100815,0.14054910604281237,0.131957978594142,0.1318367007946625,0.12676655381750146,0.12611158268801834,0.12495203076391816,0.12570609142165365,-47.00214859280357,-34.23685880104471,-25.22609282689047,-21.54354652398958,-15.904973029080486,-14.489530909213526,-11.49250846064958,-11.722064475688613,-12.408423051131193,-11.28438848382576,1.69940513319953,1.4850045349077676,1.4160577822194151,1.410940339259984,1.3799562452117096,1.383976463901812,1.3673945953542357,1.3446210494665534,1.3149900228165596,1.3697111751344198,0.3367364030405065,0.32211543030465367,0.307868425240906,0.3036474015275843,0.29450287328014096,0.2955179152746584,0.29335615249677804,0.296461070706944,0.2990457777552691,0.29445267550722976,15.110075836096588,15.379428908595045,13.755733784343365,18.149648039476507,15.157591998552203,12.785491327886353,13.7983806589079,9.830258778869913,9.029250342816988,15.131878401765821,0.058925676660229555,0.05051001168151092,0.04578866539364062,0.041080842725098474,0.041346176513124604,0.043901696016981566,0.04188821877849688,0.043484627592197934,0.04285466652185647,0.044290756341834325,0.20078341587208512,0.16649155269909421,0.15420849557549163,0.14063189584731178,0.1394657371577801,0.1497327755467713,0.14347134390017707,0.14777296253275965,0.14480189067733623,0.14601857098188592,-51.36366334786263,-31.87602460506763,-25.505297788734257,-21.737278680873505,-19.66391110132979,-23.45321625504953,-20.741825375122314,-22.1487804685454,-22.41467314761621,-20.315509248848702
AMD,16009.0,22790.0,31955.0,23509.0,44056.0,40544.0,38298.0,35392.0,42753.0,43700.0,1.0,0.9999999985027945,0.9312724474348647,0.999999975491247,3.1900935888232557e-06,0.0017359015614819354,0.026586727024752916,0.26951461955220324,8.094530685280887e-06,5.156104603689453e-07,1.0258055710281078,0.9906211946573711,0.9576040761471171,0.9550957153204221,0.9541551611696293,0.9493936723532295,0.9466220064897101,0.948655963868701,0.9455101712246599,0.9464664909790175,0.5174507372064652,0.5075130995146737,0.4982115834710864,0.49230914159742395,0.49152305808117414,0.4877758050848766,0.48185540409881533,0.4818106522297433,0.48203157796424606,0.4822187138589643,-6.236969230430455,-6.686455725465612,-5.594232539672671,-0.7235599595295665,-2.5687114167980596,0.4939729455748517,3.3522610621588154,0.7012621102520008,3.334517911928783,3.3961903391797374,0.9232914689389331,0.965291195191261,0.9871706269418602,0.985706784231599,0.9822656628069544,0.9832388416197188,0.9669363183032895,0.9695016769689591,0.9690516607022811,0.975470919220069,0.49849530567851974,0.5115655674737725,0.5167637073804027,0.5106029757541496,0.5110506793995707,0.5106928709559649,0.5009997367007561,0.5025588030019584,0.4994205819552571,0.5018076085611876,-4.440261790514458,-4.574510932870051,-2.0122296439301044,1.4847376832281247,0.09756618417966467,1.8610131853829106,1.4009113849755659,-0.29835206449444507,1.1029953660562049,1.5950092563329559,1.0175195142161462,0.9802049341991749,0.9422418038710336,0.9386640854002195,0.9366392550525201,0.9244843324472373,0.9225449315356444,0.9227520177557097,0.9203661049568728,0.9216538028466527,0.5162971708501638,0.49990270821980903,0.48959955151740986,0.48978604043176693,0.4855248398325636,0.4798464788384096,0.4805160260267621,0.4792747287652749,0.4812956271563172,0.47889804417421933,-7.244748560911303,1.358387783512731,1.4652871681928716,-1.401146438991316,1.9251739587612609,3.254634265520793,-0.5756632690023873,1.8591965063140459,1.8874821903673829,4.222588658977321,0.9322619437999321,0.9609387738413866,0.9878400699902249,0.990521667338537,0.9948648355781939,0.9932177556112867,0.9963134936426049,0.9903772704454569,1.0332586614504058,1.0289231619119386,0.5263782211699328,0.5394626055638646,0.5241100885623817,0.5400032544514279,0.4741972262126832,0.4907899111583527,0.49168115700178266,0.501989073582181,0.44937488523521063,0.458270758164672,-22.452881558318172,-27.201885157700477,-8.477717035152379,-20.64233650206505,38.86120999191119,22.41782576244892,18.777579485162647,3.616610881011532,76.79656128273359,54.719339777195636
CRM,20243.0,17173.0,15178.0,12599.0,16343.0,13940.0,13736.0,13687.0,12483.0,13429.0,0.9999999977790662,0.9999999999999282,1.0,1.0,0.9999999999999896,1.0,1.0,1.0,1.0,1.0,1.4949509727521935,1.5003980117959534,1.503808851886195,1.496840570200446,1.493174691278341,1.490456823420895,1.4955586992530596,1.492973497249646,1.5036940472162497,1.4968107166865003,0.3215979719892767,0.33073170779690203,0.32841872401349176,0.3239894373312471,0.32540325308930323,0.32535715120636477,0.32403876195186665,0.3228782995943725,0.32572196350158567,0.32473694193832725,33.657192890716,26.43112869408554,27.516757941526254,28.795576052770738,29.228770541772757,25.061196548352594,24.65589678619344,23.477243619088387,21.836591228931777,22.958845261607866,0.2707096675187245,0.26729335152008976,0.26747652500937275,0.27127708220628627,0.2720528837726578,0.2714821606546009,0.27192453700412467,0.2719148662588838,0.2733810519285148,0.2743986244945859,0.24376163019265135,0.2455841665095419,0.2429990608770068,0.24495128012652376,0.24116067231164398,0.24261380298573829,0.24054435748559433,0.23943189085300706,0.2391752842609868,0.2391418457409609,-10.03104856562033,-12.719971192463065,-11.26024665080397,-9.316368668775496,-7.4007230491012095,-9.186291049827854,-9.520477680723378,-8.820261564787922,-10.148084884036399,-9.346269761454014,1.483640264308311,1.4754423701327433,1.482479545020813,1.479687459047796,1.452697612597848,1.4663950032737176,1.4704045888130934,1.466460452094172,1.463185218052691,1.474914413122324,0.3163270155344373,0.3299809344677748,0.33401466766315874,0.326356320260678,0.32551017090892853,0.3291769462232101,0.3286318869515914,0.33069136964900436,0.3301529817991738,0.32826297772480806,33.49605257175605,21.694808899765984,17.782610588894126,23.632112848137293,21.102704964392405,18.105790012470077,18.15231963346068,17.084926776636696,16.7834704756696,15.95286004909556,0.2804632806954575,0.29179145926717487,0.29341780329329664,0.30480012883400354,0.29857775625116323,0.30470250697144136,0.3057596042793578,0.3057838457939167,0.3146706270599081,0.30621217710542714,0.2641114447699271,0.2913688030106267,0.301712671504793,0.32236806291872927,0.30074817711855273,0.3183517055777538,0.31862235558778756,0.31819612333646513,0.33688682851308266,0.3194508919604186,-18.112804700137815,-27.919356092273027,-27.82084979584826,-42.30691685291697,-30.07552370257747,-42.0104907142343,-36.024129675935185,-37.5452488183346,-41.43541413079205,-34.35002891045032
BAC,20524.0,17841.0,13886.0,13949.0,16338.0,13652.0,12226.0,10082.0,12733.0,11333.0,0.9999999999754771,0.9999999999999976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3690570346294573,1.3491015166604445,1.349272283878671,1.2860919778645543,1.2232726140006527,1.2172937293416048,1.222757890527429,1.2304260259790727,1.2335847682999213,1.2015269319773232,0.4157365552987206,0.39384754311729386,0.39162598319960623,0.3864883671038969,0.3862373948585739,0.3818335109269478,0.3772805019647911,0.37343372403993585,0.37181293170243335,0.3646510891170689,10.441917938221275,21.490900948254673,21.591281312535653,19.73431476148195,12.110392598895631,8.388877878184017,12.133951092523345,16.007870167538442,11.28773480252408,17.851753147658012,0.12962855599656886,0.10968388954704954,0.10911190432883278,0.10415976845494007,0.10834148480972293,0.10749830972194066,0.10510956098925671,0.10440685241451236,0.10603718304902299,0.10492717340501266,0.24949614331908726,0.22210632696160645,0.2205574007023652,0.2098275008423152,0.2104844091566745,0.2086979309104572,0.20110344892771728,0.20072784763372492,0.2031764829911142,0.19941196263863428,-39.111353880935745,-26.130665501209755,-24.286774906543044,-18.539187211500973,-16.10990771938863,-15.606158523574923,-12.735656744205063,-11.247489051455773,-11.775607756713875,-9.962971280267926,1.3476708625596903,1.312004650724304,1.3098177190495324,1.2414416725990238,1.2152806890955719,1.1714723996596126,1.2026346586218468,1.1950017268602413,1.1763707590877968,1.1870297289322556,0.4168198440595566,0.39438759897730097,0.4019653772972323,0.3994576462112648,0.3872720027063787,0.39129735224329343,0.3896162284237426,0.38345275094864156,0.38124901975029524,0.3772595792978364,6.92623761067546,21.289315351827323,11.903170731402115,9.887966886520127,13.563052674750134,4.311014846185742,7.300952305470423,3.7819337132833017,5.501176328110066,13.123852149456814,0.16052066209110802,0.1296872908346276,0.1562987178003242,0.14129176271338356,0.13694506050068792,0.14571589294732948,0.14230241504296018,0.1633411077058174,0.14179132393090485,0.15069031383989345,0.29365885992813934,0.2664446388798287,0.313271927314221,0.2959720492710826,0.28445531027682164,0.29860192084413373,0.3008525959219713,0.3293086377002385,0.29187362605672657,0.30908944903342,-61.97415765395895,-50.97839949615571,-75.42258957887903,-69.4507958953777,-62.90018077109762,-68.07134595768204,-71.8641185931495,-81.35787857373255,-63.205794489386086,-70.86447187972676
KO,9500.5,15622.0,10371.0,9040.0,4704.0,4994.0,5144.0,6228.0,6825.0,6487.0,0.9999901993456777,0.04607775535716465,0.9994374094366444,0.9999958400268713,1.0,0.9999999999999999,0.9999999999999996,0.9999999999976484,0.9999999997896254,0.9999999999632884,1.772571552276131,1.772595525575199,1.774420868141462,1.775023745232754,1.7822504415705365,1.785485858877249,1.7900910154154988,1.7918432323097295,1.8003134005889834,1.8028068266727273,0.1197452669200711,0.12184593654351696,0.12005090879166155,0.12236079367022791,0.12379412594917073,0.1251092453641297,0.1274778552283099,0.12567653616252178,0.12568390268512103,0.12652319726191005,26.88417327443044,25.084387536372738,24.963579325904096,24.0502079564225,21.63322957204291,21.593314732029672,20.01273837039209,20.825004831710626,21.0162285354419,20.690493706627766,0.0018845468005277003,0.0017299211203177685,0.0015321222157572796,0.0017393180841333497,0.001938246332652026,0.0019816710395993385,0.002286460385213231,0.002032844373640905,0.002018710874468504,0.002056785748879781,0.03250342617759205,0.029978494862889983,0.02516556225490014,0.029837997911019473,0.033871511161530664,0.033857935777040944,0.03810615213283508,0.03382733319612405,0.035202850134657016,0.035245873734638174,-5.697751593904486,-5.009660769030312,-3.7002156561333948,-4.939187404024988,-6.084317595579829,-5.966950578038388,-7.0719926259325945,-5.948719739387629,-6.581386084680995,-6.539383724591419,1.764887299113414,1.7504157823842035,1.762859377487251,1.7643261830437182,1.7644336052442156,1.7791205082423096,1.784058717995433,1.7834497389934119,1.791395474112575,1.7960189243422318,0.12578905815250058,0.12332850850609325,0.12354464259239194,0.12839917128832276,0.13592153556807876,0.13757421225946764,0.14373013068339888,0.14079371516553266,0.13703060927164223,0.14382073816361343,21.934972840285855,23.852021923500793,23.451036300011868,21.69254089864754,17.038947209898474,17.227531218040372,12.422873164116927,15.074541064733433,17.124708640152807,12.839858774575399,0.0022060836595292855,0.002291245497652203,0.002067448471985631,0.005517553700340204,0.007405729173856448,0.007546777171146194,0.00704155114287714,0.006183858426365464,0.005582608785935021,0.006974161658968462,0.03469987748037306,0.03210182335991221,0.030716358993072537,0.05190059924457284,0.06669297573976021,0.06809736122546214,0.06872009348612071,0.061408379810459886,0.05883406562427164,0.06339096366523528,-5.387669674249282,-3.5568454924596917,-2.3949202241469454,-4.386482509109767,-6.661660993353632,-3.9023930648162866,-6.761893340836666,-6.696896724807916,-3.955997297552961,-1.651390352080301
